,0
360,扯熊黛林衣服 看了真的无语😓
361,坐着的那两个真的不是双胞胎？！！！！
362,感觉没有人比明星对站位更加敏感了吧
363,我靠我真的没看出来谁是她
364,下面一个个的怕不是柠檬精吧？
365,哈哈哈哈哈
366,看不出来 你可能是脸盲了
367,脑子怕不是有坑。
368,所以哪个是她
369,她的作品无法关注
370,正常聚会而已
371,一个个整成啥了，还是ab自然
372,，。
373,我也想说
374,美女有作品值得关注么？？？？
375,tmd就算她再复杂，跟朋友一起玩也不能简单一下?我看是你们这群人比她更复杂吧，一天天的非要揣测别人的心理活动，真tm有病
376,Baby真是好看啊，很突出
377,开心就好
378,站个位都要被说，一天天真的是没事干了
379,哈哈
380,开心就好
381,的确坐着的三个看起来有气质许多
382,哇哦
383,站个位都被你们说来说去
384,好的
385,和朋友在一起开心就好
386,咋啦？
387,个个都长一样的
388,这还阔太太，哪里请的化妆师，技术那么烂，鼻子看的都很假。除了白色衣服和戴眼镜的自然些，其他的是故意画丑吗？
389,多少钱一条？
390,不简单
391,一群换脸怪。
392,终于看见你了
393,上午好
394,你聚会还抢c
395,没有那么简单了，毕竟美女没有那么简单
396,他说有就有喽 反正也没几个人看
397,没看出来
398,八婆s了
399,👻
400,不说我还以为第一排那个是baby，确实边缘了
401,我就是进来找这一句的！
402,简单不复杂她开心最好啊
403,1
404,楼主挺住！
405,
406,
407,我还以为第一排最右那个是她 后来看到她才认出来
408,
409,。
410,，
411,我就喜欢当不简单的人 因为太简单了总被人欺负 我好羡慕那些聪明的人 可惜我却做不到那样 太笨了
412,一般复杂的人都喜欢说自己简单
413,讲真的，推荐摩天大楼的粉丝，停下吧，我看了这部剧，每次被剧情吸引的时候镜头突然给到了baby的微笑唇让人瞬间出戏，演戏看不出情绪的差别，哭的时候配上微笑唇有种毛骨悚然的感觉，咋说呢，虽然这部剧好看评分高，但是我jio的如果大宝贝老师的角色换个人演说不定评分能更高
414,她的意思是：不已经错了，至少是真人拍摄，不是把我P上去的，你们就知足吧。
415,回应就对了，约等于实锤
416,美是真的美，这个没得说
417,一脸懵…发生了什么？
418,@angelababy
419,哇塞层主好单纯！
420,一张照片联想出这么多啊
421,纯路人，但小声的说一句，粉丝自曝的粉丝合照不是杨颖站的中间？？？？三十而已合照站边上还不说明问题？？？别的不说国庆出门旅游，大家拍合照，都是长辈或重要的客人站中间，小辈子或者年轻人站边边吧？？？？（别杠，杠就是你对，我错）
422,不是热搜我都不知道这事
423,既然喜欢简单，就少买点热搜，不要一买热搜，就出来回应，真的很恶心
424,@Ludengyb 有吗
425,她太谦虚了。最能蹦哒的就是她了吧
426,戴眼镜那个好看
427,都是锥子脸啊…
428,你细品，哪个脸上没有动手脚
429,我就看她粉丝怎么洗
430,看到好多整容脸
431,管人家站哪里
432,嗯
433,能在小明有女朋友的情况下说出我要当你的女朋友，而不是炮友这句话，这心机还不深？
434,奔跑吧兄弟
435,摩天大楼演的还不错吧感觉（发誓不是粉别扣我粉籍实在怕了
436,赞👍
437,第一反应一样
438,心思太复杂了，可不是一件好事哟
439,楼主挺住，敢情说实话的都是她对家，真搞笑
440,还是关注美貌吧
441,原来是有新作品了
442,她有作品？她只有作！
443,管那么多干啥
444,AB绝对是我见过的脸皮最厚，最没有荣辱观的人。。。这样被人质疑还一定要出来解释。。。
445,是啊！和朋友合照还要在意那么多吗
446,喜欢简单就少买点热搜，又当又立
447,叫我们不关注照片，关注作品，请问那你晒啥照片？作品在哪(⊙o⊙)？
448,挺你
449,脸盲，有好几个是不是照一个样整得呀
450,杨颖Angelababy
451,无语的是孤芳自己抠图养胎连累剧组演员这事就不了了之
452,o
453,《奔跑吧兄弟》
454,明明就是一张普普通通的聚会合照，搞得yxh说得像是宫斗似的
455,她洗的可真干净
456,美女站哪都是美女[打call]
457,啊啊啊啊啊啊，期待
458,话说网友还真是闲
459,评论无语。。。在座的各位生活如此不幸福？？？
460,我瞎了？图二没找到她啊？？
461,别再过度解读了好吗？简简单单我们最喜欢
462,说别人复杂 说明你也不简单
463,本来没什么的，被她这么一澄清，好像真有点什么了呢
464,她没说自己简单啊:
465,哦？我不信
466,这就是rice啊 baby节目经常提的 几个姐妹在一起聚会 评论真的是酸死我了 什么都能扯到
467,有钱人整个容很正常
468,老是揪着ab不放
469,本来就是呀 和朋友一起玩一下 聚会  本是开开心心的 喜欢站哪里就站哪里 没必要故意揣测她们的关系 也希望大家更注重作品 少扒拉美女私生活 这件事baby已经声明了请各位yxh停止🤚造谣
470,你呀
471,说实话感觉还是baby更好看不是粉丝哈
472,这么喜欢看美女和关注美女多话12.24号不见不散看看甜妹的新剧吧
473,ab不简单的话，这世上还有简单的女人吗
474,挺住啊兄弟
475,baby最棒了
476,纯路人，但看到评论戾气真的好大，人家就说了句喜欢简单而已，被骂成这样。还是真的不要经常上微博，看太多恶臭烂鱼不好
477,和朋友聚会开心就好了
478,说实话，不评论人品性格的，单就颜值来说Angelbaby毕竟有混血基因，和那些网红还是能区分的
479,？？？你有病
480,你的关注点在哪
481,哈哈哈，这简单说的，让事情更复杂了
482,就你敢说
483,1
484,三十而已真的存在
485,关你啥事
486,有一个是天然的鼻子？
487,终于看到正常的人了
488,好
489,简简单单就好
490,看了评论特地去知乎看了撕熊黛林的视频，扯头发是真的牛逼
491,上
492,@帝小仙
493,那是相当复杂
494,站哪里怎么了？
495,她说她是一个喜欢简单的人，理解能力太差
496,辛苦你了每条yxh都要黑一遍有钱大家一起赚别自己一个人赚啊
497,评论区里不了解就凭听信别人的话去说她不简单的你们也挺不简单的
498,陈正道导演执导首部女性向国产悬疑剧《摩天大楼》 一部关于女性互相救赎的悬疑剧 值得推荐12.24待上映《明天你是否依然爱我》与李鸿其主演的言情电影
499,这一群人，每一个好东西，都是破烂儿
500,像个舔狗，硬往人家人堆里蹭
501,我差点分不清那个是baby
502,都是一个脸型
503,整张照片没一个原图原颜
504,再镶边感觉她也是最好看的吧…
505,ab长得还是很漂亮的啊，其余的很明显不一样啊……
506,
507,可算找到你了
508,
509,
510,真的不介意就不会回应这么无聊的话题，上次热搜她离婚也没出来回应么
511,本来就是，那这样说起来不用拍照了都抢C去了！这能决定什么身份啊又不是谁安排她站那都是随意站
512,她在哪站着？？？
513,原来阔太太们的发型都是偏分啊
514,朋友之间就应该简简单单的呀 开心最重要呀期待baby的新作品《明天你是否依然爱我》
515,放过ab吧
516,一群网红脸？
517,妈的 你们这些人嘴巴真的毒！
518,喜欢baby
519,，
520,一群网络喷子 没用的屌丝
521,呵呵哒
522,，
523,真的搞笑，她说她喜欢简单而已，怕麻烦，无论她说什么都要杠一下，一群杠精
524,这站哪，都要被说。。路人觉得报道媒体的人是没脑子吗
525,大家其实还是戴了有色眼镜 恶意太大 duck不必
526,你要这么说的话……那哪个明星不是从一个普通人变成明星的
527,你真敢说，我对她没好感，也不讨厌，就是不要出来做女主，一堆专业演员给她做配角，太不公平了
528,恕我眼拙 我到现在还没找到ab 我可能瞎了
529,不要带有色眼镜去评判别人毕竟没有接触过
530,@芒果甜栗子 差点没认出来哪个是ab
531,红旗到底还能打多久
532,
533,人简单不简单不知道也不了解不评论，但是和朋友合照其实真的没计较过什么，这个到是不复杂，也有可能是普通人，明星富豪可能更注重？
534,（回访来迟la）你是远方星球的引力，所以潮汐不止，你是我心中的太阳升起的曙光所以温暖不已。@angelababy
535,有钱一起赚
536,没看出来哪个是ab
537,我看了三次才知道哪个是她
538,我觉得第一排最左边的那个很不错呀
539,我也觉得……感觉都一个样
540,我有点脸盲
541,c位这玩意儿 ab占了你们说她卖咖位 ab不占说ab抱大腿没地位能不能告诉我下次ab应该站那儿？来我怀里吗
542,果然有钱人才有和明星做朋友的资格。🙊🙊
543,
544,
545,请问一下这里边有baby吗？
546,祝友谊长存
547,喜欢你
548,哈哈哈，对的
549,能够挤走别人正牌女友自己小三上位真的是简单的女人？
550,随便拍，随便照，随便进圈子，别来祸害影视就行
551,哪个是她？？？
552,baby最美
553,没看出来她在哪
554,第一排最右的那个跟baby有几分相似
555,文喜私关
556,吃个饭搞得和宫斗一样你和朋友吃饭先看身价的？那你还不是在下水道去了。别把别人想这么复杂
557,能在娱乐圈混下来的人都不咋简单
558,她如果简单，可能这世上就没有简单的人了
559,嗯
560,说的确实有道理啊……
561,楼里有毛病的人真多 认不出来也要被骂 就是认不出来咋了 我放大了看才大致分辨出来
562,简简单单而己
563,这个热搜买的好尴尬😅 路人路过，看看热闹
564,期待ab
565,这一帮 整容机构认识的姐妹吧
566,我也找了好久
567,想要原图啊
568,嗯
569,就是认不出来啊 我放大了看才大致认出来 但感觉还是有点不像 评论里说眼神不太好的人有毛病吗就是认不出来咋了？你眼神好你眼睛望远镜
570,那我看你家断网了
571,说的对！
572,感觉明眼人一眼就看出来啥意思了………
573,看不起抠图宝贝？
574,这剧情难道是三十而已剧情吗，那还得配个包
575,咋了没作品不能拍照呀
576,颜值真的没得说
577,是我脸盲吗，找了半天，人在哪里啊
578,整容不让议论，女拳过分了啊
579,那你把c位挤下去啊 这大一线明星站c位不是应该的吗 都不知道给你让位置 这帮朋友了没有眼力劲
580,你们都在说什么？捡破烂的骂人家有钱没处花的？
581,这都要拿出来讨论？网友闲的没事干了
582,哪里会有简单的人，照片上没有
583,书店没有你的书 我把书店砸了 铁汁你说我做的对吗？
584,很难不支持……我现在看见她会有点反胃……
585,评论区的某些人，真是戏精
586,其实我觉得这种事不用理会，
587,自己有病还想着别人？
588,开心最重要。
589,何月妹：@Hello网生代
590,@记得吃早餐a 她小三？
591,期待赵希曼[打call][打call][打call][打call]
592,和朋友合照必须站c位吗？真好不清楚你们，黑子绕道
593,可能就是整容模板的不一样比较明显吧
594,作品？
595,哈哈哈哈哈哈哈哈哈最后一句有点搞笑
596,小可爱求原图[打call][打call]
597,？？？？她有什么作品
598,哪个是她？根本分不清
599,回应就对了，约等于实锤
600,我一眼就看见了  虽然在最边上但是我觉得是最美的
601,这层评论我笑了，真就没脑子呗，人家说啥你们说啥啊，牛头不对马嘴笑死了
602,吃饱了撑的
603,鼻子都是一条流水线出来的吧
604,  ngelababy在微博回应此前网友爆料的合照一事“和朋友合照不用这么介意谁站哪里吧每次都是看谁坐的位置光线好就围过去呗。。”朋友之间开心就好了[打call][打call]
605,图六那个是张太太？
606,都去做有意义的事，那你的钱哪儿来啊？
607,朋友，哈哈哈哈
608,你有吗？你一定过的不好吧，不然怎么会这么酸，内心这么扭曲
609,特意发文，这不是此地无银三百两？？？毕竟整张合照都出来了，不澄清容易被网友人肉吧
610,舔狗
611,看剧看走火入魔了都
612,所以这几个女的身份是啥
613,不解释还好，越解释越拉低身份
614,这都能拿来说？？？
615,顶级绿茶
616,恶意揣摩不好玩
617,感觉白衬衣没整脸，其他的呵呵😊
618,对的 做点有意义的事 少拍戏少谈大满贯
619,一样一样的！
620,苍白无力
621,看美女
622,baby开心就好
623,这是低调
624,怎么感觉这些女都很网红脸的感觉呢。
625,对呀
626,
627,其实我觉得摩天大楼真的还可以，相比早期的一些影视作品，还是有进步的
628,我靠 好漂亮[awsl]我路人
629,这张笑起来和黄有夫妻相啊
630,这...
631,难得的一个正常人哈哈哈哈
632,
633,有啥作品啊？？？？？
634,一群铁憨憨，闲得慌吧
635,我的真朋友也有人敢说 创业时代其实也可以啦
636,那我还是看照片吧
637,女的长得一样
638,66666
639,开心就好
640,
641,哈哈哈哈哈哈哈哈
642,🌹🌹🌹
643,鲁迅先生
644,求个原图!
645,哈哈哈，关注作品，你把我逗笑了
646,人红就有非议
647,
648,作品，有什么作品
649,换头怪是我看剧的避雷针
650,想多了
651,还有啊，鼻要是站C未必也就不会被喷了
652,别老是恶意揣摩别人的心思了
653,2w
654,吃饱撑的？
655,1.3w
656,都是网红脸、我傻傻分不清谁！
657,1w
658,
659,我艹，谁说她的占位了？不就是她自己在炒作吗？无聊啊
660,美
661,好好看啊
662,爱baby
663,同问，有作品吗
664,好看
665,谢谢分享
666,已阅
667,66
668,这
669,兔兔
670,你啥都想看
671,好的排雷了
672,太无聊
673,那么爱较真，没朋友，就不用合照。
674,开心就好啦。
675,啥...作品？
676,第一眼都没看到baby在哪。
677,2222
678,朋友聚会而已 期待小鼻的新电影《明天你是否依然爱我》[打call][打call][打call]
679,文厌嘴关
680,好美子
681,有，瞪眼，尬演
682,谢谢各位避雷
683,她为什么要回应？？情商好低…………
684,😄
685,感谢分享，欢迎回访
686,👌
687,不关心
688,哦
689,哈哈哈
690,我爱你!
691,王源
692,源于你O：@新浪娱乐
693,她有那么值得被关注吗
694,你哪里都是假的出来干什么呀
695,朋友之间没什么讲究，期待大美女的《明天你是否依然爱我》吧
696,我竟然傻傻分不清楚
697,杠精太多，吃饱了撑着没事干天天盯着鸡毛蒜皮的事，你们是没自己生活还是咋滴
698,用户7507345130：是小遍坏，带节奏。
699,只有洒脱，才能自我
700,汤媛气喘吁吁的睁大眼睛。
701,开心最重要，不必理营销号。
702,不
703,期待《明天你是否依然爱我》
704,这得是多强的胜负欲，亲自下场撕
705,她有啥作品
706,
707,关注作品？
708,说实在的，这些脸像的都认不出谁是谁
709,本宝宝
710,这话信息量很大的，和朋友不用计较，和圈里的人要不要计较呢
711,要不是顾佳 我还真不知道站位这么讲究
712,520
713,我觉得是写题材那个人太幼稚了。小题大做
714,假脸姐们团
715,美女除了《摩天大楼》有啥作品？
716,汤媛缓缓睁开眼，发现轻纱帷幔外一片朦胧的烛火，自己则裹着一床薄被缩在贺纶怀中。他正拧眉看着她，后背倚着明黄的引枕。
717,所以很多八重高手都是在战斗中突破的，方纪也不会例外，现在方纪等待的就是场激烈的战斗，希望大赛上能遇到高手。
718,女人都不简单，娱乐圈的女人更不简单。
719,
720,鼻子透光了
721,无所谓的
722,真的怎么那么多找事的ne
723,，
724,站那不一样?难不成你拍个合照你要抢c位照呗?
725,爱了
726,怎么感觉闺蜜长的都是一样的
727,用户7321523207：钉尖下巴
728,透光的山根
729,为什么我看到鼻子透光
730,每个人都是很优秀的人 站哪里重要吗？
731,难道你们跟朋友拍照的时候真的会刻意安排位置？抱歉我认为那样不能称为朋友
732,多关注baby的新电影吧 
733,晚安
734,晚上好
735,晚安
736,晚上好
737,我白终于有资格被新浪娱乐推送了 
738,不应该因为没在C位就叽叽喳喳，多无聊！应该BB下一张照片上有几个没用美颜！
739,安争伸手一把将杜瘦瘦拉住，然后抱拳笑了笑那就恭贺丁宗主了。
740,无语😒
741,杨颖
742,鼻子透光了
743,假体透光了…
